day_id,num_trips,travel_date,day_num,travel_dow,travel_day,hh_day_complete,survey_complete,begin_day,end_day,telecommute_time,delivery_2,delivery_3,delivery_5,delivery_6,delivery_7,delivery_8,delivery_996,made_travel,no_travel_1,no_travel_2,no_travel_3,no_travel_4,no_travel_5,no_travel_6,no_travel_7,no_travel_8,no_travel_9,no_travel_11,no_travel_12,no_travel_99,attend_school_1,attend_school_2,attend_school_3,attend_school_998,attend_school_999,attend_school_no_1,attend_school_no_2,attend_school_no_3,attend_school_no_4,attend_school_no_5,attend_school_no_997,attend_school_no_998,attend_school_no_999,person_id,person_num,is_participant,hh_id,day_weight
220002900102,7,2022-06-03,2,5,1,1,1,1,1,540,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200029001,1,1,22000290,0
220002900202,11,2022-06-03,2,5,1,1,1,1,1,135,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200029002,2,1,22000290,0
220002900103,0,2022-06-04,3,6,1,0,1,1,1,405,0,0,0,0,0,0,1,995,1,0,0,0,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2200029001,1,1,22000290,0
220002900203,3,2022-06-04,3,6,1,0,1,1,1,30,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200029002,2,1,22000290,0
220002900104,5,2022-06-05,4,7,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200029001,1,1,22000290,0
220002900204,2,2022-06-05,4,7,1,1,1,1,7,60,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200029002,2,1,22000290,0
220002900105,3,2022-06-06,5,1,1,1,1,1,1,495,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200029001,1,1,22000290,2.9013142864388
220002900205,0,2022-06-06,5,1,1,1,1,1,7,0,0,0,0,0,0,0,1,995,0,0,0,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,2200029002,2,1,22000290,2.9013142864388
220002900106,5,2022-06-07,6,2,1,1,1,1,1,510,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200029001,1,1,22000290,2.9013142864388
220002900206,1,2022-06-07,6,2,1,1,1,7,7,15,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200029002,2,1,22000290,2.9013142864388
220002900107,6,2022-06-08,7,3,1,1,1,1,1,555,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200029001,1,1,22000290,2.9013142864388
220002900207,1,2022-06-08,7,3,1,1,1,7,1,120,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200029002,2,1,22000290,2.9013142864388
220003080101,6,2022-05-26,1,4,1,1,1,1,1,,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200030801,1,1,22000308,104.127584359827
220003080201,2,2022-05-26,1,4,1,1,1,1,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200030802,2,1,22000308,104.127584359827
220003080301,6,2022-05-26,1,4,1,1,1,1,1,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200030803,3,1,22000308,104.127584359827
220003080401,3,2022-05-26,1,4,1,1,1,1,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200030804,4,1,22000308,104.127584359827
220003080501,0,2022-05-26,1,4,1,1,1,1,1,,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2200030805,5,1,22000308,104.127584359827
220003090101,4,2022-05-26,1,4,1,0,1,1,1,270,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200030901,1,1,22000309,0
220003090201,3,2022-05-26,1,4,1,0,1,1,1,480,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200030902,2,1,22000309,0
220003090102,4,2022-05-27,2,5,1,1,1,7,5,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200030901,1,1,22000309,0
220003090202,4,2022-05-27,2,5,1,1,1,1,7,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200030902,2,1,22000309,0
220003090103,4,2022-05-28,3,6,1,1,1,7,7,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200030901,1,1,22000309,0
220003090203,2,2022-05-28,3,6,1,1,1,7,7,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200030902,2,1,22000309,0
220003090104,11,2022-05-29,4,7,1,1,1,7,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200030901,1,1,22000309,0
220003090204,9,2022-05-29,4,7,1,1,1,7,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200030902,2,1,22000309,0
220003090105,2,2022-05-30,5,1,1,1,1,1,1,285,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200030901,1,1,22000309,586.747770061695
220003090205,5,2022-05-30,5,1,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200030902,2,1,22000309,586.747770061695
220003090106,5,2022-05-31,6,2,1,1,1,1,1,270,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200030901,1,1,22000309,586.747770061695
220003090206,0,2022-05-31,6,2,1,1,1,1,1,0,0,0,0,0,0,0,1,995,0,0,0,0,0,0,1,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2200030902,2,1,22000309,586.747770061695
220003090107,2,2022-06-01,7,3,1,1,1,1,1,420,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200030901,1,1,22000309,586.747770061695
220003090207,0,2022-06-01,7,3,1,1,1,1,1,0,0,0,0,0,0,0,1,995,0,0,0,0,0,0,1,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2200030902,2,1,22000309,586.747770061695
220003190101,9,2022-05-17,1,2,1,0,1,1,1,480,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031901,1,1,22000319,0
220003190201,11,2022-05-17,1,2,1,0,1,1,1,540,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031902,2,1,22000319,0
220003190301,4,2022-05-17,1,2,0,0,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031903,3,0,22000319,0
220003190102,8,2022-05-18,2,3,1,0,1,1,1,480,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031901,1,1,22000319,0
220003190202,8,2022-05-18,2,3,1,0,1,1,1,510,0,1,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031902,2,1,22000319,0
220003190302,5,2022-05-18,2,3,0,0,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031903,3,0,22000319,0
220003190103,7,2022-05-19,3,4,1,1,1,1,1,540,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031901,1,1,22000319,4482.35159514235
220003190203,20,2022-05-19,3,4,1,1,1,1,1,540,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031902,2,1,22000319,4482.35159514235
220003190303,6,2022-05-19,3,4,1,1,995,1,1,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,995,995,995,995,995,995,995,995,2200031903,3,0,22000319,4482.35159514235
220003190104,11,2022-05-20,4,5,1,0,1,1,1,240,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031901,1,1,22000319,0
220003190204,14,2022-05-20,4,5,1,0,1,1,1,600,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031902,2,1,22000319,0
220003190304,6,2022-05-20,4,5,0,0,995,1,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031903,3,0,22000319,0
220003190105,11,2022-05-21,5,6,1,0,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031901,1,1,22000319,0
220003190205,9,2022-05-21,5,6,1,0,1,1,1,0,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031902,2,1,22000319,0
220003190305,,2022-05-21,5,6,0,0,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031903,3,0,22000319,0
220003190106,14,2022-05-22,6,7,1,0,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031901,1,1,22000319,0
220003190206,14,2022-05-22,6,7,1,0,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031902,2,1,22000319,0
220003190306,6,2022-05-22,6,7,0,0,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031903,3,0,22000319,0
220003190107,7,2022-05-23,7,1,1,0,1,1,1,480,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031901,1,1,22000319,0
220003190207,7,2022-05-23,7,1,1,0,1,1,1,450,0,1,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031902,2,1,22000319,0
220003190307,2,2022-05-23,7,1,0,0,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200031903,3,0,22000319,0
220003260101,3,2022-05-22,1,7,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200032601,1,1,22000326,0
220003260102,0,2022-05-23,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,995,0,0,0,1,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2200032601,1,1,22000326,2.25268011019642
220003260103,0,2022-05-24,3,2,1,1,1,1,1,120,0,0,0,0,0,0,1,995,0,0,0,0,0,0,1,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2200032601,1,1,22000326,2.25268011019642
220003260104,0,2022-05-25,4,3,1,0,1,1,1,90,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200032601,1,1,22000326,0
220003260105,9,2022-05-26,5,4,1,1,1,1,1,150,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200032601,1,1,22000326,2.25268011019642
220003260106,0,2022-05-27,6,5,1,0,1,1,1,105,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200032601,1,1,22000326,0
220003260107,2,2022-05-28,7,6,1,1,1,1,1,180,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200032601,1,1,22000326,0
220003560101,0,2022-06-01,1,3,1,1,1,1,1,465,0,0,0,0,0,0,1,995,0,0,1,0,0,0,1,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2200035601,1,1,22000356,139.525870026285
220003560201,0,2022-06-01,1,3,1,1,1,1,1,0,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2200035602,2,1,22000356,139.525870026285
220003630101,2,2022-05-16,1,1,1,0,1,3,1,540,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200036301,1,1,22000363,0
220003630102,7,2022-05-17,2,2,1,1,1,3,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200036301,1,1,22000363,17.3350033258392
220003630103,4,2022-05-18,3,3,1,0,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200036301,1,1,22000363,0
220003630104,5,2022-05-19,4,4,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200036301,1,1,22000363,17.3350033258392
220003630105,7,2022-05-20,5,5,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200036301,1,1,22000363,0
